id,sentence1,sentence2,label,AI_Prediction,Confidence_Score(%),Result_Text
4732,six decades later a west end revival presented by clifford williams and directed by impresario douglas urbanski opened at haymarket theatre in 1984 and transferred to broadway ,six decades later a west end revival directed by clifford williams and presented by impresario douglas urbanski opened at the haymarket theatre in 1984 and transferred to broadway ,0,1,56.15376307309723,Đạo văn/Trùng lặp
4733,kronecker rejected in his analysis the formulation of a differentiable function nowhere throughout by his colleague karl weierstrass ,in his analysis kronecker rejected the formulation by his colleague karl weierstrass of a consistent nowhere differentiable function ,0,0,67.29692831059779,Khác nhau
4734,doughty is the informal guardian of a little girl called lou lucy whom he has left outside his prison in his car ,lou is the informal guardian of a little girl called lucy doughty whom he left outside the prison in his car ,0,0,91.88481654058232,Khác nhau
4735,leverett is located at the southern border of franklin county north of hampshire county ,leverett is located along the southern border of hampshire county north of franklin county ,0,1,50.71910162515422,Đạo văn/Trùng lặp
4736,the us 222 and pa 724 meet in wyomissing and both meet in spring township and sinking spring on the us 422 ,us 222 and pa 724 meet in wyomissing and both meet us 422 in spring township and sinking spring respectively ,1,0,55.64676759858256,Khác nhau
4737,the teuz river is a tributary of the leveleș river in romania ,the teuz river is a tributary of the river levele in romania ,1,1,66.13477940232836,Đạo văn/Trùng lặp
4738,the town has a library primary and secondary schools several ,the town has a library several schools primary and secondary schools ,0,0,64.51087560274162,Khác nhau
4739,according to preliminary results of the bosnian list of 2013 this village has total of 4845 inhabitants ,according to the bosnian results of the preliminary list of 2013 this village has a total population of 4845 inhabitants ,0,1,76.999492675102,Đạo văn/Trùng lặp
4740,she was written by static major and timothy mosley and produced by timbaland ,it was written by timbaland and produced by static major and timothy mosley ,0,0,96.00069062415247,Khác nhau
4741,thapaswini is a 1971 indian malayalam movie produced by m krishnan nair and directed by pim kasim ,thapaswini is a 1971 indian malayalam film addressed by m krishnan nair and produced by pim kasim ,0,0,63.60241442244925,Khác nhau
4742,the tiny island is meters wide from northwest to southeast and up to meters long and about in area ,the tiny island is from northwest to southeast meters long and up to meters wide and about surfacedependent ,0,0,56.889044238100794,Khác nhau
4743,the sumas river is a tributary of the fraser river in the canadian province of british columbia and the usamerican state of washington ,the fraser river is a tributary of the sumas river in the canadian province of british columbia and the state of washington us ,0,0,82.11189082221048,Khác nhau
4744,in his debut season in new south wales with st george dragons in 1957 he represented sydney firsts and sydney ,in his debut season at sydney with st george dragons in 1957 he represented both sydney firsts and new south wales ,0,0,55.86625682459161,Khác nhau
4745,there are 2 more keys that differ in these 2 languages slovak key replaces the czech key and slovak key replaces the czech key ,there are 2 further keys that differ in these 2 languages slovak key replaces the czech key and slovak key replaces the czech key ,1,1,52.515047709256976,Đạo văn/Trùng lặp
4746,the girls see redcoat and follow her to alison s garden and she turns around and we discover that it is spencer and that she is not dead ,the girls see redcoat and follow her to spencer s garden and she turns around and we discover that it s alison and that she is not dead ,0,0,83.06753353771659,Khác nhau
4747,stoya was born to jessica stoyadinovich in wilmington north carolina a serbian father and a scottish mother ,stoya was born as jessica stoyadinovich in wilmington north carolina to a serbian father and a scottish mother ,1,0,57.3575575150399,Khác nhau
4748,on 7 february 2014 the musical was opened in malmö sweden at the malmö opera directed by anders eljas and musical director åsa melldahl ,on february 7 2014 the musical opened in malmö sweden at malmö opera director was anders eljas and musical director åsa melldahl ,1,1,77.74923269571029,Đạo văn/Trùng lặp
4749,the smallest number which can be represented as a sum of four different potences in two positive and seventh ways is 2056364173794800 ,the smallest number that can be represented in two positive and seventh ways as a sum of four different powers is 2056364173794800 ,1,0,78.5834517731669,Khác nhau
4750,in 1928 a children s edition of poems from bianco s songs of innocence selected and illustrated by william blake was published ,in 1928 a children s edition of poems from biancos songs of innocence was published and selected and illustrated by william blake ,1,0,74.86858582318446,Khác nhau
4751,kumar advises to take starts from premji by paying large amounts of money ,kumar starts to take advice from premji by paying large amounts of money ,0,0,77.34228818356846,Khác nhau
4752,in june of 1997 armstrong met kristin richard ,kristin richard met armstrong in june 1997 ,1,1,73.9785369010476,Đạo văn/Trùng lặp
4753,he was the son of thomas corker and a member of the caulker family descendants of thomas stephen caulker ,he was the son of thomas stephen caulker and a member of the caulker family the descendants of thomas corker ,0,1,57.745211353523814,Đạo văn/Trùng lặp
4754,umberto mozzoni was born in buenos aires later his family moved to macerata italy ,umberto mozzoni was born in macerata italy later his family moved to buenos aires ,0,0,65.0444625357568,Khác nhau
4755,after the belgian revolution of 1830 the southern netherlands including south and central brabant became independent as luxembourg and later also belgium ,after the belgian revolution of 1830 the south netherlands including southern and central brabant became independent as belgium and later luxembourg ,0,0,65.45684154426729,Khác nhau
4756,throughout the lives of these mackerel they tend to stay in areas within a few degrees of in tropical to subtropical waters ,throughout the life of these mackerel they tend to stay in areas within a few degrees of tropical to subtropical waters ,1,1,56.19498336041776,Đạo văn/Trùng lặp
4757,aaron levie was born to a jewish family from mercer island in washington a small suburb of seattle ,aaron levie was born to a small family from mercer island a jewish suburb of seattle washington dc ,0,1,62.55393353737087,Đạo văn/Trùng lặp
4758,it was first collected in 1591 as part of the tenth and final volume of the printed works of paracelsus by johannes huser of basel ,it was first printed in 1591 as part of the tenth and final volume of the collected works of the paracelsus by johannes huser of basel ,0,0,58.22798053918289,Khác nhau
4759,republican authors read in the enlightenment period an abstract ideal of the classical government which was based on hierarchical social orders of king aristocracy and civil ,the classical authors read in the enlightenment period taught an abstract ideal of republican government based on hierarchical social orders of king aristocracy and commoners ,0,0,82.53640512000202,Khác nhau
4760,the 18th century in contrast to the disruption of the 17th century was a comparatively quiet time for the college ,in contrast to the 17th century the 18th century was a comparatively quiet time for the college ,1,0,71.24088906020506,Khác nhau
